2026-07-12 06:12:19,660 | INFO | eeg_neurosymbolic_split_random_lambda_0.8_seed_45 | ================================================================================
2026-07-12 06:12:19,660 | INFO | eeg_neurosymbolic_split_random_lambda_0.8_seed_45 | Starting run: eeg_neurosymbolic_split_random_lambda_0.8_seed_45
2026-07-12 06:12:19,660 | INFO | eeg_neurosymbolic_split_random_lambda_0.8_seed_45 | Split strategy: random
2026-07-12 06:12:19,660 | INFO | eeg_neurosymbolic_split_random_lambda_0.8_seed_45 | Lambda logic: 0.8000
2026-07-12 06:12:19,660 | INFO | eeg_neurosymbolic_split_random_lambda_0.8_seed_45 | Seed: 45
2026-07-12 06:12:19,660 | INFO | eeg_neurosymbolic_split_random_lambda_0.8_seed_45 | ================================================================================
2026-07-12 06:12:19,662 | INFO | eeg_neurosymbolic_split_random_lambda_0.8_seed_45 | Random seed fixed to 45
2026-07-12 06:12:19,662 | INFO | eeg_neurosymbolic_split_random_lambda_0.8_seed_45 | Using device: cpu
2026-07-12 06:12:19,662 | INFO | eeg_neurosymbolic_split_random_lambda_0.8_seed_45 | Loading dataset
2026-07-12 06:12:23,756 | INFO | eeg_neurosymbolic_split_random_lambda_0.8_seed_45 | Dataset loaded and selected
2026-07-12 06:12:23,756 | INFO | eeg_neurosymbolic_split_random_lambda_0.8_seed_45 | Decision tree initialized
2026-07-12 06:12:23,900 | INFO | eeg_neurosymbolic_split_random_lambda_0.8_seed_45 | Dataloaders created
2026-07-12 06:12:23,900 | INFO | eeg_neurosymbolic_split_random_lambda_0.8_seed_45 | Number of selected rules: 2
2026-07-12 06:12:23,902 | INFO | eeg_neurosymbolic_split_random_lambda_0.8_seed_45 | Model initialized
2026-07-12 06:54:54,739 | INFO | eeg_neurosymbolic_split_random_lambda_0.8_seed_45 | Model saved to runs/eeg_neurosymbolic_split_random_lambda_0.8_seed_45/checkpoints/model.pt
2026-07-12 06:54:54,739 | INFO | eeg_neurosymbolic_split_random_lambda_0.8_seed_45 | History saved to runs/eeg_neurosymbolic_split_random_lambda_0.8_seed_45/outputs/history.npy
2026-07-12 06:54:54,739 | INFO | eeg_neurosymbolic_split_random_lambda_0.8_seed_45 | Test metrics: {'test_total_loss': 1.4675911183540638, 'test_normalized_logic_loss': 1.7056138859345362, 'test_balanced_accuracy': 0.876592517694641, 'test_f1_score': 0.8965517241379309}
2026-07-12 06:54:54,739 | INFO | eeg_neurosymbolic_split_random_lambda_0.8_seed_45 | Run finished successfully
