2026-07-01 20:07:54,165 | INFO | eeg_neurosymbolic_split_random_lambda_0.2_seed_43 | ================================================================================
2026-07-01 20:07:54,165 | INFO | eeg_neurosymbolic_split_random_lambda_0.2_seed_43 | Starting run: eeg_neurosymbolic_split_random_lambda_0.2_seed_43
2026-07-01 20:07:54,166 | INFO | eeg_neurosymbolic_split_random_lambda_0.2_seed_43 | Split strategy: random
2026-07-01 20:07:54,166 | INFO | eeg_neurosymbolic_split_random_lambda_0.2_seed_43 | Lambda logic: 0.2000
2026-07-01 20:07:54,166 | INFO | eeg_neurosymbolic_split_random_lambda_0.2_seed_43 | Seed: 43
2026-07-01 20:07:54,166 | INFO | eeg_neurosymbolic_split_random_lambda_0.2_seed_43 | ================================================================================
2026-07-01 20:07:54,167 | INFO | eeg_neurosymbolic_split_random_lambda_0.2_seed_43 | Random seed fixed to 43
2026-07-01 20:07:54,167 | INFO | eeg_neurosymbolic_split_random_lambda_0.2_seed_43 | Using device: cpu
2026-07-01 20:07:54,167 | INFO | eeg_neurosymbolic_split_random_lambda_0.2_seed_43 | Loading dataset
2026-07-01 20:07:58,837 | INFO | eeg_neurosymbolic_split_random_lambda_0.2_seed_43 | Dataset loaded and selected
2026-07-01 20:07:58,837 | INFO | eeg_neurosymbolic_split_random_lambda_0.2_seed_43 | Decision tree initialized
2026-07-01 20:07:58,968 | INFO | eeg_neurosymbolic_split_random_lambda_0.2_seed_43 | Dataloaders created
2026-07-01 20:07:58,968 | INFO | eeg_neurosymbolic_split_random_lambda_0.2_seed_43 | Number of selected rules: 2
2026-07-01 20:07:58,971 | INFO | eeg_neurosymbolic_split_random_lambda_0.2_seed_43 | Model initialized
2026-07-01 21:01:56,415 | INFO | eeg_neurosymbolic_split_random_lambda_0.2_seed_43 | Model saved to runs/eeg_neurosymbolic_split_random_lambda_0.2_seed_43/checkpoints/model.pt
2026-07-01 21:01:56,416 | INFO | eeg_neurosymbolic_split_random_lambda_0.2_seed_43 | History saved to runs/eeg_neurosymbolic_split_random_lambda_0.2_seed_43/outputs/history.npy
2026-07-01 21:01:56,416 | INFO | eeg_neurosymbolic_split_random_lambda_0.2_seed_43 | Test metrics: {'test_total_loss': 0.6080796933174133, 'test_normalized_logic_loss': 0.8845026457309723, 'test_balanced_accuracy': 0.809329140461216, 'test_f1_score': 0.8078817733990147}
2026-07-01 21:01:56,416 | INFO | eeg_neurosymbolic_split_random_lambda_0.2_seed_43 | Run finished successfully
