2026-07-02 16:37:47,852 | INFO | eeg_neurosymbolic_split_random_lambda_1.0_seed_44 | ================================================================================
2026-07-02 16:37:47,852 | INFO | eeg_neurosymbolic_split_random_lambda_1.0_seed_44 | Starting run: eeg_neurosymbolic_split_random_lambda_1.0_seed_44
2026-07-02 16:37:47,852 | INFO | eeg_neurosymbolic_split_random_lambda_1.0_seed_44 | Split strategy: random
2026-07-02 16:37:47,852 | INFO | eeg_neurosymbolic_split_random_lambda_1.0_seed_44 | Lambda logic: 1.0000
2026-07-02 16:37:47,852 | INFO | eeg_neurosymbolic_split_random_lambda_1.0_seed_44 | Seed: 44
2026-07-02 16:37:47,852 | INFO | eeg_neurosymbolic_split_random_lambda_1.0_seed_44 | ================================================================================
2026-07-02 16:37:47,853 | INFO | eeg_neurosymbolic_split_random_lambda_1.0_seed_44 | Random seed fixed to 44
2026-07-02 16:37:47,853 | INFO | eeg_neurosymbolic_split_random_lambda_1.0_seed_44 | Using device: cpu
2026-07-02 16:37:47,853 | INFO | eeg_neurosymbolic_split_random_lambda_1.0_seed_44 | Loading dataset
2026-07-02 16:37:51,941 | INFO | eeg_neurosymbolic_split_random_lambda_1.0_seed_44 | Dataset loaded and selected
2026-07-02 16:37:51,942 | INFO | eeg_neurosymbolic_split_random_lambda_1.0_seed_44 | Decision tree initialized
2026-07-02 16:37:52,055 | INFO | eeg_neurosymbolic_split_random_lambda_1.0_seed_44 | Dataloaders created
2026-07-02 16:37:52,055 | INFO | eeg_neurosymbolic_split_random_lambda_1.0_seed_44 | Number of selected rules: 2
2026-07-02 16:37:52,056 | INFO | eeg_neurosymbolic_split_random_lambda_1.0_seed_44 | Model initialized
2026-07-02 17:16:17,572 | INFO | eeg_neurosymbolic_split_random_lambda_1.0_seed_44 | Model saved to runs/eeg_neurosymbolic_split_random_lambda_1.0_seed_44/checkpoints/model.pt
2026-07-02 17:16:17,573 | INFO | eeg_neurosymbolic_split_random_lambda_1.0_seed_44 | History saved to runs/eeg_neurosymbolic_split_random_lambda_1.0_seed_44/outputs/history.npy
2026-07-02 17:16:17,573 | INFO | eeg_neurosymbolic_split_random_lambda_1.0_seed_44 | Test metrics: {'test_total_loss': 3.6843676567077637, 'test_normalized_logic_loss': 3.6843676567077637, 'test_balanced_accuracy': 0.8295028142589118, 'test_f1_score': 0.8639455782312925}
2026-07-02 17:16:17,573 | INFO | eeg_neurosymbolic_split_random_lambda_1.0_seed_44 | Run finished successfully
