2026-06-03 06:56:14,508 | INFO | eeg_neurosymbolic_split_random_lambda_0.5_seed_45 | ================================================================================
2026-06-03 06:56:14,509 | INFO | eeg_neurosymbolic_split_random_lambda_0.5_seed_45 | Starting run: eeg_neurosymbolic_split_random_lambda_0.5_seed_45
2026-06-03 06:56:14,509 | INFO | eeg_neurosymbolic_split_random_lambda_0.5_seed_45 | Split strategy: random
2026-06-03 06:56:14,509 | INFO | eeg_neurosymbolic_split_random_lambda_0.5_seed_45 | Lambda logic: 0.5000
2026-06-03 06:56:14,509 | INFO | eeg_neurosymbolic_split_random_lambda_0.5_seed_45 | Seed: 45
2026-06-03 06:56:14,509 | INFO | eeg_neurosymbolic_split_random_lambda_0.5_seed_45 | ================================================================================
2026-06-03 06:56:14,510 | INFO | eeg_neurosymbolic_split_random_lambda_0.5_seed_45 | Random seed fixed to 45
2026-06-03 06:56:14,511 | INFO | eeg_neurosymbolic_split_random_lambda_0.5_seed_45 | Using device: cpu
2026-06-03 06:56:14,511 | INFO | eeg_neurosymbolic_split_random_lambda_0.5_seed_45 | Loading dataset
2026-06-03 06:56:20,087 | INFO | eeg_neurosymbolic_split_random_lambda_0.5_seed_45 | Dataset loaded and selected
2026-06-03 06:56:20,088 | INFO | eeg_neurosymbolic_split_random_lambda_0.5_seed_45 | Decision tree initialized
2026-06-03 06:56:20,259 | INFO | eeg_neurosymbolic_split_random_lambda_0.5_seed_45 | Dataloaders created
2026-06-03 06:56:20,259 | INFO | eeg_neurosymbolic_split_random_lambda_0.5_seed_45 | Number of selected rules: 2
2026-06-03 06:56:20,261 | INFO | eeg_neurosymbolic_split_random_lambda_0.5_seed_45 | Model initialized
2026-06-03 07:48:36,570 | INFO | eeg_neurosymbolic_split_random_lambda_0.5_seed_45 | Model saved to runs/eeg_neurosymbolic_split_random_lambda_0.5_seed_45/checkpoints/model.pt
2026-06-03 07:48:36,571 | INFO | eeg_neurosymbolic_split_random_lambda_0.5_seed_45 | History saved to runs/eeg_neurosymbolic_split_random_lambda_0.5_seed_45/outputs/history.npy
2026-06-03 07:48:36,571 | INFO | eeg_neurosymbolic_split_random_lambda_0.5_seed_45 | Test metrics: {'test_total_loss': 17.46623398936712, 'test_balanced_accuracy': 0.6308392315470172, 'test_f1_score': 0.7793103448275862}
2026-06-03 07:48:36,571 | INFO | eeg_neurosymbolic_split_random_lambda_0.5_seed_45 | Run finished successfully
