2026-07-01 10:00:44,949 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_1.0_lr_0.0001_wd_1e-05_seed_42 | ================================================================================
2026-07-01 10:00:44,949 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_1.0_lr_0.0001_wd_1e-05_seed_42 | Starting fine-tuning run
2026-07-01 10:00:44,949 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_1.0_lr_0.0001_wd_1e-05_seed_42 | Run name: eeg_neurosymbolic_finetune_split_random_lambda_1.0_lr_0.0001_wd_1e-05_seed_42
2026-07-01 10:00:44,949 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_1.0_lr_0.0001_wd_1e-05_seed_42 | Pretrained model: pretrained_models/model_42.pt
2026-07-01 10:00:44,949 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_1.0_lr_0.0001_wd_1e-05_seed_42 | Split strategy: random
2026-07-01 10:00:44,949 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_1.0_lr_0.0001_wd_1e-05_seed_42 | Lambda logic: 1.0000
2026-07-01 10:00:44,949 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_1.0_lr_0.0001_wd_1e-05_seed_42 | Learning rate: 1.00e-04
2026-07-01 10:00:44,949 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_1.0_lr_0.0001_wd_1e-05_seed_42 | Weight decay: 1.00e-05
2026-07-01 10:00:44,949 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_1.0_lr_0.0001_wd_1e-05_seed_42 | Epochs: 30
2026-07-01 10:00:44,949 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_1.0_lr_0.0001_wd_1e-05_seed_42 | Seed: 42
2026-07-01 10:00:44,949 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_1.0_lr_0.0001_wd_1e-05_seed_42 | ================================================================================
2026-07-01 10:00:44,951 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_1.0_lr_0.0001_wd_1e-05_seed_42 | Random seed fixed to 42
2026-07-01 10:00:44,951 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_1.0_lr_0.0001_wd_1e-05_seed_42 | Using device: cpu
2026-07-01 10:00:44,951 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_1.0_lr_0.0001_wd_1e-05_seed_42 | Loading dataset
2026-07-01 10:00:49,189 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_1.0_lr_0.0001_wd_1e-05_seed_42 | Dataset loaded and selected
2026-07-01 10:00:49,189 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_1.0_lr_0.0001_wd_1e-05_seed_42 | Decision tree initialized
2026-07-01 10:00:49,305 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_1.0_lr_0.0001_wd_1e-05_seed_42 | Dataloaders created
2026-07-01 10:00:49,305 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_1.0_lr_0.0001_wd_1e-05_seed_42 | Number of selected rules: 2
2026-07-01 10:00:49,307 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_1.0_lr_0.0001_wd_1e-05_seed_42 | Model initialized
2026-07-01 10:00:49,309 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_1.0_lr_0.0001_wd_1e-05_seed_42 | Loaded pretrained model from pretrained_models/model_42.pt
