2026-06-08 11:42:07,359 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.6_lr_0.0001_wd_1e-05_seed_42 | ================================================================================
2026-06-08 11:42:07,359 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.6_lr_0.0001_wd_1e-05_seed_42 | Starting fine-tuning run
2026-06-08 11:42:07,359 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.6_lr_0.0001_wd_1e-05_seed_42 | Run name: eeg_neurosymbolic_finetune_split_random_lambda_0.6_lr_0.0001_wd_1e-05_seed_42
2026-06-08 11:42:07,359 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.6_lr_0.0001_wd_1e-05_seed_42 | Pretrained model: pretrained_models/model_42.pt
2026-06-08 11:42:07,359 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.6_lr_0.0001_wd_1e-05_seed_42 | Split strategy: random
2026-06-08 11:42:07,359 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.6_lr_0.0001_wd_1e-05_seed_42 | Lambda logic: 0.6000
2026-06-08 11:42:07,360 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.6_lr_0.0001_wd_1e-05_seed_42 | Learning rate: 1.00e-04
2026-06-08 11:42:07,360 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.6_lr_0.0001_wd_1e-05_seed_42 | Weight decay: 1.00e-05
2026-06-08 11:42:07,360 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.6_lr_0.0001_wd_1e-05_seed_42 | Epochs: 30
2026-06-08 11:42:07,360 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.6_lr_0.0001_wd_1e-05_seed_42 | Seed: 42
2026-06-08 11:42:07,360 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.6_lr_0.0001_wd_1e-05_seed_42 | ================================================================================
2026-06-08 11:42:07,362 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.6_lr_0.0001_wd_1e-05_seed_42 | Random seed fixed to 42
2026-06-08 11:42:07,362 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.6_lr_0.0001_wd_1e-05_seed_42 | Using device: cpu
2026-06-08 11:42:07,362 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.6_lr_0.0001_wd_1e-05_seed_42 | Loading dataset
2026-06-08 11:42:11,638 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.6_lr_0.0001_wd_1e-05_seed_42 | Dataset loaded and selected
2026-06-08 11:42:11,638 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.6_lr_0.0001_wd_1e-05_seed_42 | Decision tree initialized
2026-06-08 11:42:11,744 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.6_lr_0.0001_wd_1e-05_seed_42 | Dataloaders created
2026-06-08 11:42:11,744 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.6_lr_0.0001_wd_1e-05_seed_42 | Number of selected rules: 2
2026-06-08 11:42:11,768 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.6_lr_0.0001_wd_1e-05_seed_42 | Model initialized
2026-06-08 11:42:11,772 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.6_lr_0.0001_wd_1e-05_seed_42 | Loaded pretrained model from pretrained_models/model_42.pt
2026-06-08 12:15:15,178 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.6_lr_0.0001_wd_1e-05_seed_42 | Model saved to runs/finetuning/eeg_neurosymbolic_finetune_split_random_lambda_0.6_lr_0.0001_wd_1e-05_seed_42/checkpoints/model.pt
2026-06-08 12:15:15,179 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.6_lr_0.0001_wd_1e-05_seed_42 | History saved to runs/finetuning/eeg_neurosymbolic_finetune_split_random_lambda_0.6_lr_0.0001_wd_1e-05_seed_42/outputs/history.npy
2026-06-08 12:15:15,179 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.6_lr_0.0001_wd_1e-05_seed_42 | Test metrics: {'test_total_loss': 26.256285502885778, 'test_balanced_accuracy': 0.8486477680026068, 'test_f1_score': 0.8432432432432434}
2026-06-08 12:15:15,179 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.6_lr_0.0001_wd_1e-05_seed_42 | Fine-tuning finished successfully
