2026-07-01 16:53:30,646 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_43 | ================================================================================
2026-07-01 16:53:30,646 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_43 | Starting run: eeg_neurosymbolic_split_random_lambda_0.0_seed_43
2026-07-01 16:53:30,646 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_43 | Split strategy: random
2026-07-01 16:53:30,646 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_43 | Lambda logic: 0.0000
2026-07-01 16:53:30,646 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_43 | Seed: 43
2026-07-01 16:53:30,646 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_43 | ================================================================================
2026-07-01 16:53:30,648 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_43 | Random seed fixed to 43
2026-07-01 16:53:30,648 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_43 | Using device: cpu
2026-07-01 16:53:30,648 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_43 | Loading dataset
2026-07-01 16:53:35,103 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_43 | Dataset loaded and selected
2026-07-01 16:53:35,104 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_43 | Decision tree initialized
2026-07-01 16:53:35,278 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_43 | Dataloaders created
2026-07-01 16:53:35,278 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_43 | Number of selected rules: 2
2026-07-01 16:53:35,299 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_43 | Model initialized
2026-07-01 17:32:51,994 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_43 | Model saved to runs/eeg_neurosymbolic_split_random_lambda_0.0_seed_43/checkpoints/model.pt
2026-07-01 17:32:51,994 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_43 | History saved to runs/eeg_neurosymbolic_split_random_lambda_0.0_seed_43/outputs/history.npy
2026-07-01 17:32:51,994 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_43 | Test metrics: {'test_total_loss': 0.5561680638790131, 'test_normalized_logic_loss': 0.8522110652923583, 'test_balanced_accuracy': 0.6887840670859539, 'test_f1_score': 0.6702702702702703}
2026-07-01 17:32:51,994 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_43 | Run finished successfully
