2026-07-25 22:20:48,003 | INFO | eeg_neurosymbolic_split_random_lambda_0.6_seed_42 | ================================================================================
2026-07-25 22:20:48,003 | INFO | eeg_neurosymbolic_split_random_lambda_0.6_seed_42 | Starting run: eeg_neurosymbolic_split_random_lambda_0.6_seed_42
2026-07-25 22:20:48,003 | INFO | eeg_neurosymbolic_split_random_lambda_0.6_seed_42 | Split strategy: random
2026-07-25 22:20:48,003 | INFO | eeg_neurosymbolic_split_random_lambda_0.6_seed_42 | Lambda logic: 0.6000
2026-07-25 22:20:48,003 | INFO | eeg_neurosymbolic_split_random_lambda_0.6_seed_42 | Seed: 42
2026-07-25 22:20:48,003 | INFO | eeg_neurosymbolic_split_random_lambda_0.6_seed_42 | ================================================================================
2026-07-25 22:20:48,005 | INFO | eeg_neurosymbolic_split_random_lambda_0.6_seed_42 | Random seed fixed to 42
2026-07-25 22:20:48,005 | INFO | eeg_neurosymbolic_split_random_lambda_0.6_seed_42 | Using device: cpu
2026-07-25 22:20:48,005 | INFO | eeg_neurosymbolic_split_random_lambda_0.6_seed_42 | Loading dataset
2026-07-25 22:20:50,190 | INFO | eeg_neurosymbolic_split_random_lambda_0.6_seed_42 | Dataset loaded and selected
2026-07-25 22:20:50,190 | INFO | eeg_neurosymbolic_split_random_lambda_0.6_seed_42 | Decision tree initialized
2026-07-25 22:20:50,275 | INFO | eeg_neurosymbolic_split_random_lambda_0.6_seed_42 | Dataloaders created
2026-07-25 22:20:50,275 | INFO | eeg_neurosymbolic_split_random_lambda_0.6_seed_42 | Number of selected rules: 2
2026-07-25 22:20:50,277 | INFO | eeg_neurosymbolic_split_random_lambda_0.6_seed_42 | Model initialized
2026-07-25 22:46:50,464 | INFO | eeg_neurosymbolic_split_random_lambda_0.6_seed_42 | Model saved to runs/eeg_neurosymbolic_split_random_lambda_0.6_seed_42/checkpoints/model.pt
2026-07-25 22:46:50,464 | INFO | eeg_neurosymbolic_split_random_lambda_0.6_seed_42 | History saved to runs/eeg_neurosymbolic_split_random_lambda_0.6_seed_42/outputs/history.npy
2026-07-25 22:46:50,464 | INFO | eeg_neurosymbolic_split_random_lambda_0.6_seed_42 | Test metrics: {'test_total_loss': 0.6728496643213125, 'test_normalized_logic_loss': 0.8128356131223532, 'test_balanced_accuracy': 0.9019607843137255, 'test_f1_score': 0.9056603773584906}
2026-07-25 22:46:50,465 | INFO | eeg_neurosymbolic_split_random_lambda_0.6_seed_42 | Run finished successfully
