2026-07-27 16:00:40,061 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_43 | ================================================================================
2026-07-27 16:00:40,061 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_43 | Starting run: eeg_neurosymbolic_split_random_lambda_0.4_seed_43
2026-07-27 16:00:40,061 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_43 | Split strategy: random
2026-07-27 16:00:40,062 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_43 | Lambda logic: 0.4000
2026-07-27 16:00:40,062 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_43 | Seed: 43
2026-07-27 16:00:40,062 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_43 | ================================================================================
2026-07-27 16:00:40,063 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_43 | Random seed fixed to 43
2026-07-27 16:00:40,063 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_43 | Using device: cpu
2026-07-27 16:00:40,063 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_43 | Loading dataset
2026-07-27 16:00:41,684 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_43 | Dataset loaded and selected
2026-07-27 16:00:41,684 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_43 | Decision tree initialized
2026-07-27 16:00:41,741 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_43 | Dataloaders created
2026-07-27 16:00:41,741 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_43 | Number of selected rules: 2
2026-07-27 16:00:41,742 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_43 | Model initialized
2026-07-27 16:21:05,948 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_43 | Model saved to runs/eeg_neurosymbolic_split_random_lambda_0.4_seed_43/checkpoints/model.pt
2026-07-27 16:21:05,949 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_43 | History saved to runs/eeg_neurosymbolic_split_random_lambda_0.4_seed_43/outputs/history.npy
2026-07-27 16:21:05,949 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_43 | Test metrics: {'test_total_loss': 0.5412402525544167, 'test_normalized_logic_loss': 0.6742593971165743, 'test_balanced_accuracy': 0.9387755102040816, 'test_f1_score': 0.9347826086956522}
2026-07-27 16:21:05,949 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_43 | Run finished successfully
