2026-07-27 16:39:53,908 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_45 | ================================================================================
2026-07-27 16:39:53,908 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_45 | Starting run: eeg_neurosymbolic_split_random_lambda_0.4_seed_45
2026-07-27 16:39:53,908 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_45 | Split strategy: random
2026-07-27 16:39:53,908 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_45 | Lambda logic: 0.4000
2026-07-27 16:39:53,908 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_45 | Seed: 45
2026-07-27 16:39:53,908 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_45 | ================================================================================
2026-07-27 16:39:53,910 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_45 | Random seed fixed to 45
2026-07-27 16:39:53,910 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_45 | Using device: cpu
2026-07-27 16:39:53,910 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_45 | Loading dataset
2026-07-27 16:39:55,653 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_45 | Dataset loaded and selected
2026-07-27 16:39:55,653 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_45 | Decision tree initialized
2026-07-27 16:39:55,704 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_45 | Dataloaders created
2026-07-27 16:39:55,704 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_45 | Number of selected rules: 2
2026-07-27 16:39:55,705 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_45 | Model initialized
2026-07-27 16:59:06,970 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_45 | Model saved to runs/eeg_neurosymbolic_split_random_lambda_0.4_seed_45/checkpoints/model.pt
2026-07-27 16:59:06,970 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_45 | History saved to runs/eeg_neurosymbolic_split_random_lambda_0.4_seed_45/outputs/history.npy
2026-07-27 16:59:06,970 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_45 | Test metrics: {'test_total_loss': 0.9665844050737528, 'test_normalized_logic_loss': 0.573062926530838, 'test_balanced_accuracy': 0.660377358490566, 'test_f1_score': 0.7352941176470588}
2026-07-27 16:59:06,970 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_45 | Run finished successfully
