2026-07-11 22:48:50,597 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_45 | ================================================================================
2026-07-11 22:48:50,597 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_45 | Starting run: eeg_neurosymbolic_split_random_lambda_0.4_seed_45
2026-07-11 22:48:50,597 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_45 | Split strategy: random
2026-07-11 22:48:50,598 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_45 | Lambda logic: 0.4000
2026-07-11 22:48:50,598 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_45 | Seed: 45
2026-07-11 22:48:50,598 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_45 | ================================================================================
2026-07-11 22:48:50,599 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_45 | Random seed fixed to 45
2026-07-11 22:48:50,599 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_45 | Using device: cpu
2026-07-11 22:48:50,599 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_45 | Loading dataset
2026-07-11 22:48:54,912 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_45 | Dataset loaded and selected
2026-07-11 22:48:54,913 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_45 | Decision tree initialized
2026-07-11 22:48:55,064 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_45 | Dataloaders created
2026-07-11 22:48:55,064 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_45 | Number of selected rules: 2
2026-07-11 22:48:55,066 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_45 | Model initialized
2026-07-11 23:35:29,463 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_45 | Model saved to runs/eeg_neurosymbolic_split_random_lambda_0.4_seed_45/checkpoints/model.pt
2026-07-11 23:35:29,464 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_45 | History saved to runs/eeg_neurosymbolic_split_random_lambda_0.4_seed_45/outputs/history.npy
2026-07-11 23:35:29,464 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_45 | Test metrics: {'test_total_loss': 0.6300327273515555, 'test_normalized_logic_loss': 0.8820072572964889, 'test_balanced_accuracy': 0.8693124368048534, 'test_f1_score': 0.8936170212765957}
2026-07-11 23:35:29,464 | INFO | eeg_neurosymbolic_split_random_lambda_0.4_seed_45 | Run finished successfully
