2026-07-01 23:28:55,882 | INFO | eeg_neurosymbolic_split_random_lambda_0.2_seed_46 | ================================================================================
2026-07-01 23:28:55,882 | INFO | eeg_neurosymbolic_split_random_lambda_0.2_seed_46 | Starting run: eeg_neurosymbolic_split_random_lambda_0.2_seed_46
2026-07-01 23:28:55,882 | INFO | eeg_neurosymbolic_split_random_lambda_0.2_seed_46 | Split strategy: random
2026-07-01 23:28:55,882 | INFO | eeg_neurosymbolic_split_random_lambda_0.2_seed_46 | Lambda logic: 0.2000
2026-07-01 23:28:55,882 | INFO | eeg_neurosymbolic_split_random_lambda_0.2_seed_46 | Seed: 46
2026-07-01 23:28:55,882 | INFO | eeg_neurosymbolic_split_random_lambda_0.2_seed_46 | ================================================================================
2026-07-01 23:28:55,885 | INFO | eeg_neurosymbolic_split_random_lambda_0.2_seed_46 | Random seed fixed to 46
2026-07-01 23:28:55,885 | INFO | eeg_neurosymbolic_split_random_lambda_0.2_seed_46 | Using device: cpu
2026-07-01 23:28:55,885 | INFO | eeg_neurosymbolic_split_random_lambda_0.2_seed_46 | Loading dataset
2026-07-01 23:29:01,178 | INFO | eeg_neurosymbolic_split_random_lambda_0.2_seed_46 | Dataset loaded and selected
2026-07-01 23:29:01,178 | INFO | eeg_neurosymbolic_split_random_lambda_0.2_seed_46 | Decision tree initialized
2026-07-01 23:29:01,347 | INFO | eeg_neurosymbolic_split_random_lambda_0.2_seed_46 | Dataloaders created
2026-07-01 23:29:01,347 | INFO | eeg_neurosymbolic_split_random_lambda_0.2_seed_46 | Number of selected rules: 2
2026-07-01 23:29:01,362 | INFO | eeg_neurosymbolic_split_random_lambda_0.2_seed_46 | Model initialized
2026-07-02 00:13:48,659 | INFO | eeg_neurosymbolic_split_random_lambda_0.2_seed_46 | Model saved to runs/eeg_neurosymbolic_split_random_lambda_0.2_seed_46/checkpoints/model.pt
2026-07-02 00:13:48,660 | INFO | eeg_neurosymbolic_split_random_lambda_0.2_seed_46 | History saved to runs/eeg_neurosymbolic_split_random_lambda_0.2_seed_46/outputs/history.npy
2026-07-02 00:13:48,660 | INFO | eeg_neurosymbolic_split_random_lambda_0.2_seed_46 | Test metrics: {'test_total_loss': 0.9676806467274824, 'test_normalized_logic_loss': 0.570722176382939, 'test_balanced_accuracy': 0.5380257009345795, 'test_f1_score': 0.6311111111111111}
2026-07-02 00:13:48,660 | INFO | eeg_neurosymbolic_split_random_lambda_0.2_seed_46 | Run finished successfully
