2026-06-05 15:45:50,644 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_44 | ================================================================================
2026-06-05 15:45:50,645 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_44 | Starting run: eeg_neurosymbolic_split_random_lambda_0.0_seed_44
2026-06-05 15:45:50,645 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_44 | Split strategy: random
2026-06-05 15:45:50,645 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_44 | Lambda logic: 0.0000
2026-06-05 15:45:50,645 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_44 | Seed: 44
2026-06-05 15:45:50,645 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_44 | ================================================================================
2026-06-05 15:45:50,646 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_44 | Random seed fixed to 44
2026-06-05 15:45:50,646 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_44 | Using device: cpu
2026-06-05 15:45:50,646 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_44 | Loading dataset
2026-06-05 15:45:54,163 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_44 | Dataset loaded and selected
2026-06-05 15:45:54,163 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_44 | Decision tree initialized
2026-06-05 15:45:54,262 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_44 | Dataloaders created
2026-06-05 15:45:54,262 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_44 | Number of selected rules: 2
2026-06-05 15:45:54,263 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_44 | Model initialized
2026-06-05 16:17:39,426 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_44 | Model saved to runs/eeg_neurosymbolic_split_random_lambda_0.0_seed_44/checkpoints/model.pt
2026-06-05 16:17:39,426 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_44 | History saved to runs/eeg_neurosymbolic_split_random_lambda_0.0_seed_44/outputs/history.npy
2026-06-05 16:17:39,426 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_44 | Test metrics: {'test_total_loss': 799.1959660847982, 'test_balanced_accuracy': 0.5, 'test_f1_score': 0.0}
2026-06-05 16:17:39,426 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_44 | Run finished successfully
