2026-07-02 17:16:17,607 | INFO | eeg_neurosymbolic_split_random_lambda_1.0_seed_45 | ================================================================================
2026-07-02 17:16:17,608 | INFO | eeg_neurosymbolic_split_random_lambda_1.0_seed_45 | Starting run: eeg_neurosymbolic_split_random_lambda_1.0_seed_45
2026-07-02 17:16:17,608 | INFO | eeg_neurosymbolic_split_random_lambda_1.0_seed_45 | Split strategy: random
2026-07-02 17:16:17,608 | INFO | eeg_neurosymbolic_split_random_lambda_1.0_seed_45 | Lambda logic: 1.0000
2026-07-02 17:16:17,608 | INFO | eeg_neurosymbolic_split_random_lambda_1.0_seed_45 | Seed: 45
2026-07-02 17:16:17,608 | INFO | eeg_neurosymbolic_split_random_lambda_1.0_seed_45 | ================================================================================
2026-07-02 17:16:17,609 | INFO | eeg_neurosymbolic_split_random_lambda_1.0_seed_45 | Random seed fixed to 45
2026-07-02 17:16:17,609 | INFO | eeg_neurosymbolic_split_random_lambda_1.0_seed_45 | Using device: cpu
2026-07-02 17:16:17,609 | INFO | eeg_neurosymbolic_split_random_lambda_1.0_seed_45 | Loading dataset
2026-07-02 17:16:22,937 | INFO | eeg_neurosymbolic_split_random_lambda_1.0_seed_45 | Dataset loaded and selected
2026-07-02 17:16:22,937 | INFO | eeg_neurosymbolic_split_random_lambda_1.0_seed_45 | Decision tree initialized
2026-07-02 17:16:23,100 | INFO | eeg_neurosymbolic_split_random_lambda_1.0_seed_45 | Dataloaders created
2026-07-02 17:16:23,100 | INFO | eeg_neurosymbolic_split_random_lambda_1.0_seed_45 | Number of selected rules: 2
2026-07-02 17:16:23,103 | INFO | eeg_neurosymbolic_split_random_lambda_1.0_seed_45 | Model initialized
2026-07-02 17:59:44,795 | INFO | eeg_neurosymbolic_split_random_lambda_1.0_seed_45 | Model saved to runs/eeg_neurosymbolic_split_random_lambda_1.0_seed_45/checkpoints/model.pt
2026-07-02 17:59:44,796 | INFO | eeg_neurosymbolic_split_random_lambda_1.0_seed_45 | History saved to runs/eeg_neurosymbolic_split_random_lambda_1.0_seed_45/outputs/history.npy
2026-07-02 17:59:44,796 | INFO | eeg_neurosymbolic_split_random_lambda_1.0_seed_45 | Test metrics: {'test_total_loss': 3.5944149213341565, 'test_normalized_logic_loss': 3.5944149213341565, 'test_balanced_accuracy': 0.6671890798786653, 'test_f1_score': 0.7943262411347517}
2026-07-02 17:59:44,796 | INFO | eeg_neurosymbolic_split_random_lambda_1.0_seed_45 | Run finished successfully
