2026-07-26 01:42:34,244 | INFO | eeg_neurosymbolic_split_random_lambda_0.8_seed_45 | ================================================================================
2026-07-26 01:42:34,245 | INFO | eeg_neurosymbolic_split_random_lambda_0.8_seed_45 | Starting run: eeg_neurosymbolic_split_random_lambda_0.8_seed_45
2026-07-26 01:42:34,245 | INFO | eeg_neurosymbolic_split_random_lambda_0.8_seed_45 | Split strategy: random
2026-07-26 01:42:34,245 | INFO | eeg_neurosymbolic_split_random_lambda_0.8_seed_45 | Lambda logic: 0.8000
2026-07-26 01:42:34,245 | INFO | eeg_neurosymbolic_split_random_lambda_0.8_seed_45 | Seed: 45
2026-07-26 01:42:34,245 | INFO | eeg_neurosymbolic_split_random_lambda_0.8_seed_45 | ================================================================================
2026-07-26 01:42:34,247 | INFO | eeg_neurosymbolic_split_random_lambda_0.8_seed_45 | Random seed fixed to 45
2026-07-26 01:42:34,247 | INFO | eeg_neurosymbolic_split_random_lambda_0.8_seed_45 | Using device: cpu
2026-07-26 01:42:34,247 | INFO | eeg_neurosymbolic_split_random_lambda_0.8_seed_45 | Loading dataset
2026-07-26 01:42:36,562 | INFO | eeg_neurosymbolic_split_random_lambda_0.8_seed_45 | Dataset loaded and selected
2026-07-26 01:42:36,562 | INFO | eeg_neurosymbolic_split_random_lambda_0.8_seed_45 | Decision tree initialized
2026-07-26 01:42:36,645 | INFO | eeg_neurosymbolic_split_random_lambda_0.8_seed_45 | Dataloaders created
2026-07-26 01:42:36,645 | INFO | eeg_neurosymbolic_split_random_lambda_0.8_seed_45 | Number of selected rules: 2
2026-07-26 01:42:36,647 | INFO | eeg_neurosymbolic_split_random_lambda_0.8_seed_45 | Model initialized
2026-07-26 02:05:58,343 | INFO | eeg_neurosymbolic_split_random_lambda_0.8_seed_45 | Model saved to runs/eeg_neurosymbolic_split_random_lambda_0.8_seed_45/checkpoints/model.pt
2026-07-26 02:05:58,344 | INFO | eeg_neurosymbolic_split_random_lambda_0.8_seed_45 | History saved to runs/eeg_neurosymbolic_split_random_lambda_0.8_seed_45/outputs/history.npy
2026-07-26 02:05:58,344 | INFO | eeg_neurosymbolic_split_random_lambda_0.8_seed_45 | Test metrics: {'test_total_loss': 1.1300594348173876, 'test_normalized_logic_loss': 0.9750467194960668, 'test_balanced_accuracy': 0.6698113207547169, 'test_f1_score': 0.7407407407407407}
2026-07-26 02:05:58,344 | INFO | eeg_neurosymbolic_split_random_lambda_0.8_seed_45 | Run finished successfully
