2026-07-12 01:48:10,181 | INFO | eeg_neurosymbolic_split_random_lambda_0.6_seed_44 | ================================================================================
2026-07-12 01:48:10,181 | INFO | eeg_neurosymbolic_split_random_lambda_0.6_seed_44 | Starting run: eeg_neurosymbolic_split_random_lambda_0.6_seed_44
2026-07-12 01:48:10,181 | INFO | eeg_neurosymbolic_split_random_lambda_0.6_seed_44 | Split strategy: random
2026-07-12 01:48:10,181 | INFO | eeg_neurosymbolic_split_random_lambda_0.6_seed_44 | Lambda logic: 0.6000
2026-07-12 01:48:10,182 | INFO | eeg_neurosymbolic_split_random_lambda_0.6_seed_44 | Seed: 44
2026-07-12 01:48:10,182 | INFO | eeg_neurosymbolic_split_random_lambda_0.6_seed_44 | ================================================================================
2026-07-12 01:48:10,183 | INFO | eeg_neurosymbolic_split_random_lambda_0.6_seed_44 | Random seed fixed to 44
2026-07-12 01:48:10,183 | INFO | eeg_neurosymbolic_split_random_lambda_0.6_seed_44 | Using device: cpu
2026-07-12 01:48:10,183 | INFO | eeg_neurosymbolic_split_random_lambda_0.6_seed_44 | Loading dataset
2026-07-12 01:48:14,296 | INFO | eeg_neurosymbolic_split_random_lambda_0.6_seed_44 | Dataset loaded and selected
2026-07-12 01:48:14,297 | INFO | eeg_neurosymbolic_split_random_lambda_0.6_seed_44 | Decision tree initialized
2026-07-12 01:48:14,434 | INFO | eeg_neurosymbolic_split_random_lambda_0.6_seed_44 | Dataloaders created
2026-07-12 01:48:14,435 | INFO | eeg_neurosymbolic_split_random_lambda_0.6_seed_44 | Number of selected rules: 2
2026-07-12 01:48:14,436 | INFO | eeg_neurosymbolic_split_random_lambda_0.6_seed_44 | Model initialized
2026-07-12 02:32:59,759 | INFO | eeg_neurosymbolic_split_random_lambda_0.6_seed_44 | Model saved to runs/eeg_neurosymbolic_split_random_lambda_0.6_seed_44/checkpoints/model.pt
2026-07-12 02:32:59,759 | INFO | eeg_neurosymbolic_split_random_lambda_0.6_seed_44 | History saved to runs/eeg_neurosymbolic_split_random_lambda_0.6_seed_44/outputs/history.npy
2026-07-12 02:32:59,759 | INFO | eeg_neurosymbolic_split_random_lambda_0.6_seed_44 | Test metrics: {'test_total_loss': 0.8595036789774895, 'test_normalized_logic_loss': 1.0570468753576279, 'test_balanced_accuracy': 0.8245778611632271, 'test_f1_score': 0.8990228013029316}
2026-07-12 02:32:59,759 | INFO | eeg_neurosymbolic_split_random_lambda_0.6_seed_44 | Run finished successfully
