2026-06-03 03:23:51,426 | INFO | eeg_neurosymbolic_split_random_lambda_0.25_seed_46 | ================================================================================
2026-06-03 03:23:51,426 | INFO | eeg_neurosymbolic_split_random_lambda_0.25_seed_46 | Starting run: eeg_neurosymbolic_split_random_lambda_0.25_seed_46
2026-06-03 03:23:51,426 | INFO | eeg_neurosymbolic_split_random_lambda_0.25_seed_46 | Split strategy: random
2026-06-03 03:23:51,426 | INFO | eeg_neurosymbolic_split_random_lambda_0.25_seed_46 | Lambda logic: 0.2500
2026-06-03 03:23:51,426 | INFO | eeg_neurosymbolic_split_random_lambda_0.25_seed_46 | Seed: 46
2026-06-03 03:23:51,427 | INFO | eeg_neurosymbolic_split_random_lambda_0.25_seed_46 | ================================================================================
2026-06-03 03:23:51,428 | INFO | eeg_neurosymbolic_split_random_lambda_0.25_seed_46 | Random seed fixed to 46
2026-06-03 03:23:51,428 | INFO | eeg_neurosymbolic_split_random_lambda_0.25_seed_46 | Using device: cpu
2026-06-03 03:23:51,428 | INFO | eeg_neurosymbolic_split_random_lambda_0.25_seed_46 | Loading dataset
2026-06-03 03:23:57,870 | INFO | eeg_neurosymbolic_split_random_lambda_0.25_seed_46 | Dataset loaded and selected
2026-06-03 03:23:57,870 | INFO | eeg_neurosymbolic_split_random_lambda_0.25_seed_46 | Decision tree initialized
2026-06-03 03:23:58,076 | INFO | eeg_neurosymbolic_split_random_lambda_0.25_seed_46 | Dataloaders created
2026-06-03 03:23:58,076 | INFO | eeg_neurosymbolic_split_random_lambda_0.25_seed_46 | Number of selected rules: 2
2026-06-03 03:23:58,079 | INFO | eeg_neurosymbolic_split_random_lambda_0.25_seed_46 | Model initialized
2026-06-03 04:17:18,328 | INFO | eeg_neurosymbolic_split_random_lambda_0.25_seed_46 | Model saved to runs/eeg_neurosymbolic_split_random_lambda_0.25_seed_46/checkpoints/model.pt
2026-06-03 04:17:18,328 | INFO | eeg_neurosymbolic_split_random_lambda_0.25_seed_46 | History saved to runs/eeg_neurosymbolic_split_random_lambda_0.25_seed_46/outputs/history.npy
2026-06-03 04:17:18,328 | INFO | eeg_neurosymbolic_split_random_lambda_0.25_seed_46 | Test metrics: {'test_total_loss': 12.846649686495462, 'test_balanced_accuracy': 0.6303154205607476, 'test_f1_score': 0.6464646464646465}
2026-06-03 04:17:18,328 | INFO | eeg_neurosymbolic_split_random_lambda_0.25_seed_46 | Run finished successfully
