2026-06-03 05:10:32,747 | INFO | eeg_neurosymbolic_split_random_lambda_0.5_seed_43 | ================================================================================
2026-06-03 05:10:32,747 | INFO | eeg_neurosymbolic_split_random_lambda_0.5_seed_43 | Starting run: eeg_neurosymbolic_split_random_lambda_0.5_seed_43
2026-06-03 05:10:32,747 | INFO | eeg_neurosymbolic_split_random_lambda_0.5_seed_43 | Split strategy: random
2026-06-03 05:10:32,747 | INFO | eeg_neurosymbolic_split_random_lambda_0.5_seed_43 | Lambda logic: 0.5000
2026-06-03 05:10:32,747 | INFO | eeg_neurosymbolic_split_random_lambda_0.5_seed_43 | Seed: 43
2026-06-03 05:10:32,747 | INFO | eeg_neurosymbolic_split_random_lambda_0.5_seed_43 | ================================================================================
2026-06-03 05:10:32,749 | INFO | eeg_neurosymbolic_split_random_lambda_0.5_seed_43 | Random seed fixed to 43
2026-06-03 05:10:32,749 | INFO | eeg_neurosymbolic_split_random_lambda_0.5_seed_43 | Using device: cpu
2026-06-03 05:10:32,750 | INFO | eeg_neurosymbolic_split_random_lambda_0.5_seed_43 | Loading dataset
2026-06-03 05:10:38,399 | INFO | eeg_neurosymbolic_split_random_lambda_0.5_seed_43 | Dataset loaded and selected
2026-06-03 05:10:38,399 | INFO | eeg_neurosymbolic_split_random_lambda_0.5_seed_43 | Decision tree initialized
2026-06-03 05:10:38,557 | INFO | eeg_neurosymbolic_split_random_lambda_0.5_seed_43 | Dataloaders created
2026-06-03 05:10:38,557 | INFO | eeg_neurosymbolic_split_random_lambda_0.5_seed_43 | Number of selected rules: 2
2026-06-03 05:10:38,559 | INFO | eeg_neurosymbolic_split_random_lambda_0.5_seed_43 | Model initialized
2026-06-03 06:03:15,575 | INFO | eeg_neurosymbolic_split_random_lambda_0.5_seed_43 | Model saved to runs/eeg_neurosymbolic_split_random_lambda_0.5_seed_43/checkpoints/model.pt
2026-06-03 06:03:15,575 | INFO | eeg_neurosymbolic_split_random_lambda_0.5_seed_43 | History saved to runs/eeg_neurosymbolic_split_random_lambda_0.5_seed_43/outputs/history.npy
2026-06-03 06:03:15,575 | INFO | eeg_neurosymbolic_split_random_lambda_0.5_seed_43 | Test metrics: {'test_total_loss': 6.4625647151470185, 'test_balanced_accuracy': 0.5, 'test_f1_score': 0.6293706293706294}
2026-06-03 06:03:15,575 | INFO | eeg_neurosymbolic_split_random_lambda_0.5_seed_43 | Run finished successfully
