2026-07-25 15:42:39,907 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_45 | ================================================================================
2026-07-25 15:42:39,907 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_45 | Starting run: eeg_neurosymbolic_split_random_lambda_0.0_seed_45
2026-07-25 15:42:39,907 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_45 | Split strategy: random
2026-07-25 15:42:39,907 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_45 | Lambda logic: 0.0000
2026-07-25 15:42:39,907 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_45 | Seed: 45
2026-07-25 15:42:39,907 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_45 | ================================================================================
2026-07-25 15:42:39,909 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_45 | Random seed fixed to 45
2026-07-25 15:42:39,909 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_45 | Using device: cpu
2026-07-25 15:42:39,909 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_45 | Loading dataset
2026-07-25 15:42:41,759 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_45 | Dataset loaded and selected
2026-07-25 15:42:41,759 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_45 | Decision tree initialized
2026-07-25 15:42:42,007 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_45 | Dataloaders created
2026-07-25 15:42:42,007 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_45 | Number of selected rules: 2
2026-07-25 15:42:42,010 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_45 | Model initialized
2026-07-25 16:04:58,632 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_45 | Model saved to runs/eeg_neurosymbolic_split_random_lambda_0.0_seed_45/checkpoints/model.pt
2026-07-25 16:04:58,632 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_45 | History saved to runs/eeg_neurosymbolic_split_random_lambda_0.0_seed_45/outputs/history.npy
2026-07-25 16:04:58,632 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_45 | Test metrics: {'test_total_loss': 1.0943256095051765, 'test_normalized_logic_loss': 0.5307808071374893, 'test_balanced_accuracy': 0.6886792452830188, 'test_f1_score': 0.7518796992481204}
2026-07-25 16:04:58,632 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_45 | Run finished successfully
