2026-07-28 14:09:52,397 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.2_lr_0.0001_wd_1e-05_seed_45 | ================================================================================
2026-07-28 14:09:52,397 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.2_lr_0.0001_wd_1e-05_seed_45 | Starting fine-tuning run
2026-07-28 14:09:52,397 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.2_lr_0.0001_wd_1e-05_seed_45 | Run name: eeg_neurosymbolic_finetune_split_random_lambda_0.2_lr_0.0001_wd_1e-05_seed_45
2026-07-28 14:09:52,397 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.2_lr_0.0001_wd_1e-05_seed_45 | Pretrained model: pretrained_models/model_45.pt
2026-07-28 14:09:52,397 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.2_lr_0.0001_wd_1e-05_seed_45 | Split strategy: random
2026-07-28 14:09:52,397 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.2_lr_0.0001_wd_1e-05_seed_45 | Lambda logic: 0.2000
2026-07-28 14:09:52,397 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.2_lr_0.0001_wd_1e-05_seed_45 | Learning rate: 1.00e-04
2026-07-28 14:09:52,397 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.2_lr_0.0001_wd_1e-05_seed_45 | Weight decay: 1.00e-05
2026-07-28 14:09:52,397 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.2_lr_0.0001_wd_1e-05_seed_45 | Epochs: 30
2026-07-28 14:09:52,397 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.2_lr_0.0001_wd_1e-05_seed_45 | Seed: 45
2026-07-28 14:09:52,397 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.2_lr_0.0001_wd_1e-05_seed_45 | ================================================================================
2026-07-28 14:09:52,398 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.2_lr_0.0001_wd_1e-05_seed_45 | Random seed fixed to 45
2026-07-28 14:09:52,398 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.2_lr_0.0001_wd_1e-05_seed_45 | Using device: cpu
2026-07-28 14:09:52,398 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.2_lr_0.0001_wd_1e-05_seed_45 | Loading dataset
2026-07-28 14:09:53,869 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.2_lr_0.0001_wd_1e-05_seed_45 | Dataset loaded and selected
2026-07-28 14:09:53,869 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.2_lr_0.0001_wd_1e-05_seed_45 | Decision tree initialized
2026-07-28 14:09:53,916 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.2_lr_0.0001_wd_1e-05_seed_45 | Dataloaders created
2026-07-28 14:09:53,916 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.2_lr_0.0001_wd_1e-05_seed_45 | Number of selected rules: 2
2026-07-28 14:09:53,917 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.2_lr_0.0001_wd_1e-05_seed_45 | Model initialized
2026-07-28 14:09:53,919 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.2_lr_0.0001_wd_1e-05_seed_45 | Loaded pretrained model from pretrained_models/model_45.pt
2026-07-28 14:27:56,173 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.2_lr_0.0001_wd_1e-05_seed_45 | Model saved to runs/finetuning/eeg_neurosymbolic_finetune_split_random_lambda_0.2_lr_0.0001_wd_1e-05_seed_45/checkpoints/model.pt
2026-07-28 14:27:56,173 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.2_lr_0.0001_wd_1e-05_seed_45 | History saved to runs/finetuning/eeg_neurosymbolic_finetune_split_random_lambda_0.2_lr_0.0001_wd_1e-05_seed_45/outputs/history.npy
2026-07-28 14:27:56,173 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.2_lr_0.0001_wd_1e-05_seed_45 | Test metrics: {'test_total_loss': 1.0384458704636648, 'test_normalized_logic_loss': 0.514592747275646, 'test_balanced_accuracy': 0.7075471698113207, 'test_f1_score': 0.7633587786259541}
2026-07-28 14:27:56,173 | INFO | eeg_neurosymbolic_finetune_split_random_lambda_0.2_lr_0.0001_wd_1e-05_seed_45 | Fine-tuning finished successfully
