2026-07-11 14:49:46,166 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_44 | ================================================================================
2026-07-11 14:49:46,166 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_44 | Starting run: eeg_neurosymbolic_split_random_lambda_0.0_seed_44
2026-07-11 14:49:46,166 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_44 | Split strategy: random
2026-07-11 14:49:46,166 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_44 | Lambda logic: 0.0000
2026-07-11 14:49:46,167 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_44 | Seed: 44
2026-07-11 14:49:46,167 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_44 | ================================================================================
2026-07-11 14:49:46,168 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_44 | Random seed fixed to 44
2026-07-11 14:49:46,168 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_44 | Using device: cpu
2026-07-11 14:49:46,168 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_44 | Loading dataset
2026-07-11 14:49:50,519 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_44 | Dataset loaded and selected
2026-07-11 14:49:50,519 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_44 | Decision tree initialized
2026-07-11 14:49:50,666 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_44 | Dataloaders created
2026-07-11 14:49:50,666 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_44 | Number of selected rules: 2
2026-07-11 14:49:50,668 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_44 | Model initialized
2026-07-11 15:35:09,526 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_44 | Model saved to runs/eeg_neurosymbolic_split_random_lambda_0.0_seed_44/checkpoints/model.pt
2026-07-11 15:35:09,526 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_44 | History saved to runs/eeg_neurosymbolic_split_random_lambda_0.0_seed_44/outputs/history.npy
2026-07-11 15:35:09,526 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_44 | Test metrics: {'test_total_loss': 0.6177751546104749, 'test_normalized_logic_loss': 0.7264254142840704, 'test_balanced_accuracy': 0.6707317073170731, 'test_f1_score': 0.8761904761904761}
2026-07-11 15:35:09,526 | INFO | eeg_neurosymbolic_split_random_lambda_0.0_seed_44 | Run finished successfully
